Name,Customer_ID,Account_Number,Meter_Number,Age,Location,Income,Purchase_Frequency,Purchase_History,Churn_Status,Customer_Satisfaction_Score,Average_Resolution_Time_Hours,Complaint_Frequency,Transaction_DateTime,Transaction_Reference,Receipt_Number,Payment_Type,Meter_Type,Tariff_Class,Amount_Paid,Units_Purchased,Token,VAT,Service_Charge,Debt_Arrears,Previous_Meter_Reading,Current_Meter_Reading,Energy_Consumption,Billing_Cycle,Billing_Accuracy,Power_Outage_Frequency,Power_Outage_Duration_Hours,Service_Usage
Tina Ramirez,CUST500627,AEDC100627,MTR200627,44,"Kurudu, Abuja, Nigeria",51306,8,55933.36,No,4.52,26.54,0,2025-10-19 14:30:31.857992,108e0937-2328-4a00-be35-af60bb271da8,RCPT300627,POS,Prepaid,B,4919.81,84.32,29628806231199262398,368.99,2254.93,9670.9,5597,5681,84,Feb-2025,0.95,5,4.33,698.42
Marissa Walls,CUST500628,AEDC100628,MTR200628,41,"Kubwa, Abuja, Nigeria",82159,9,107113.9,Yes,3.52,31.67,3,2025-07-03 16:57:18.855239,fbe041fa-caa8-4ec2-87a4-66d4e1ed2c5f,RCPT300628,Mobile App,Postpaid,A,13957.69,123.44,,1046.83,2335.27,49823.31,2829,2952,123,Jan-2025,0.84,6,11.33,1053.44
Denise Wilson,CUST500629,AEDC100629,MTR200629,28,"Kurudu, Abuja, Nigeria",88791,5,55319.67,No,3.76,31.65,3,2025-11-24 04:31:41.370199,c28e9d35-b2d8-4583-9468-7eb6a2de080a,RCPT300629,Cash,Postpaid,A,9544.09,152.46,,715.81,2327.87,21091.76,5831,5983,152,Jun-2025,0.89,3,6.53,748.87
Melissa Nguyen,CUST500630,AEDC100630,MTR200630,18,"Dutse, Abuja, Nigeria",58922,6,12104.86,Yes,4.43,16.7,0,2025-07-28 00:17:42.369330,a8a734b7-d601-44a6-81b1-09a6e151c6af,RCPT300630,Mobile App,Postpaid,A,1455.16,12.88,,109.14,1054.93,72996.07,1082,1094,12,Jan-2025,0.89,3,8.03,20.0
Melissa Donovan,CUST500631,AEDC100631,MTR200631,33,"Jabi, Abuja, Nigeria",57685,6,45214.02,No,3.73,31.65,3,2025-11-11 07:58:00.221569,269b09b1-f61b-4c8c-b8d3-b9fa48c124a4,RCPT300631,Mobile App,Prepaid,C,7286.77,66.8,57778718990312797566,546.51,1838.38,10396.12,6019,6085,66,Apr-2025,0.88,4,7.03,300.18
Jordan Hale,CUST500632,AEDC100632,MTR200632,47,"Lugbe, Abuja, Nigeria",30000,7,19497.78,No,3.59,32.14,3,2025-12-26 00:54:22.075011,c5d79895-af9f-4b80-bdbc-e91b3acb9fa9,RCPT300632,Mobile App,Prepaid,A,2382.34,32.65,57103149345284120345,178.68,1589.76,11883.18,5439,5471,32,Jan-2025,1.0,6,9.79,229.5
Kathryn Goodman,CUST500633,AEDC100633,MTR200633,59,"Apo, Abuja, Nigeria",137897,11,171857.73,No,4.42,38.39,0,2026-02-10 03:14:20.708757,2b7478ff-e6dc-4fe5-89ff-3d7020ed8ea4,RCPT300633,Transfer,Postpaid,B,17599.11,312.62,,1319.93,2252.83,12196.57,2127,2439,312,Jun-2025,0.88,3,3.98,3504.17
Melanie Schwartz,CUST500634,AEDC100634,MTR200634,50,"Asokoro, Abuja, Nigeria",161094,2,15353.61,No,4.49,19.83,1,2025-12-28 02:51:26.772154,ebfb92b0-8398-48c4-829e-a2e28a6eba76,RCPT300634,Cash,Postpaid,C,5576.56,62.49,,418.24,2448.47,19390.91,2121,2183,62,Feb-2025,0.9,3,2.14,20.0
Andrea Johnson,CUST500635,AEDC100635,MTR200635,38,"Maitama, Abuja, Nigeria",36359,7,16852.99,Yes,4.68,22.76,0,2025-06-08 07:40:23.129173,540bb810-3c17-42bd-a250-643209031704,RCPT300635,POS,Postpaid,C,2255.92,27.32,,169.19,1452.35,29806.21,7790,7817,27,May-2025,0.91,2,1.91,179.33
Daniel Harper,CUST500636,AEDC100636,MTR200636,36,"Jabi, Abuja, Nigeria",79789,6,19130.9,No,3.56,53.96,1,2026-01-25 14:03:26.844095,8821ead4-8dff-4441-ab07-d5005fea17d6,RCPT300636,POS,Postpaid,C,2471.0,26.26,,185.32,1489.63,28935.84,4421,4447,26,Jan-2025,0.89,6,14.05,189.19
Patricia Mcmillan MD,CUST500637,AEDC100637,MTR200637,45,"Maitama, Abuja, Nigeria",30000,8,31217.53,Yes,3.65,34.45,2,2025-06-30 05:37:33.841360,d2bf85cf-424b-4cdf-b50e-bd9c442b48c9,RCPT300637,Cash,Prepaid,B,4657.94,40.79,68738075539241426685,349.35,1675.74,53253.65,2906,2946,40,Feb-2025,1.0,6,12.19,373.87
Lucas Snyder,CUST500638,AEDC100638,MTR200638,46,"Karu, Abuja, Nigeria",80786,8,53581.61,Yes,3.93,36.97,3,2025-05-23 13:21:01.644198,6eea166f-d60f-46ea-8574-6837c4d5cd62,RCPT300638,Mobile App,Prepaid,C,6781.12,88.92,94204471675453758790,508.58,390.4,79754.85,3249,3337,88,May-2025,1.0,3,1.91,682.79
Pamela Bennett,CUST500639,AEDC100639,MTR200639,26,"Maitama, Abuja, Nigeria",30000,7,24314.47,Yes,3.39,26.86,4,2025-09-10 11:27:18.422383,a456b427-6a7c-4e68-a58f-90390d01f94f,RCPT300639,POS,Postpaid,C,3287.46,56.6,,246.56,2428.37,54076.29,3553,3609,56,May-2025,0.93,6,10.85,512.28
Karen Olson,CUST500640,AEDC100640,MTR200640,43,"Lugbe, Abuja, Nigeria",101855,10,66325.42,No,3.62,37.25,2,2025-05-01 06:05:42.309251,36df94b9-294f-40e0-a803-bc68017274af,RCPT300640,POS,Postpaid,B,7762.58,63.54,,582.19,667.85,20194.87,6614,6677,63,Mar-2025,0.82,5,12.07,622.17
Richard Skinner,CUST500641,AEDC100641,MTR200641,40,"Kubwa, Abuja, Nigeria",62762,9,50722.83,No,4.52,28.18,1,2025-10-30 10:10:36.448714,ff47589c-506d-41ae-929a-dbb0f61471dc,RCPT300641,Cash,Prepaid,B,4866.32,78.9,07850805496519552162,364.97,2289.04,9037.51,6582,6660,78,Feb-2025,0.92,0,0.0,670.11
David Adams,CUST500642,AEDC100642,MTR200642,60,"Lugbe, Abuja, Nigeria",66893,6,48391.05,No,3.49,37.86,4,2025-11-03 19:17:45.296382,fe18cb52-4930-40f4-b537-91295b34b904,RCPT300642,Mobile App,Prepaid,A,6796.78,58.33,67698387286613172361,509.76,1890.38,14591.39,4755,4813,58,Jun-2025,0.93,4,6.69,395.93
Alexander Taylor,CUST500643,AEDC100643,MTR200643,40,"Kurudu, Abuja, Nigeria",65827,9,67606.13,No,3.81,28.04,2,2025-07-25 01:26:23.510667,f9ada701-8739-46b4-850a-675f404210ad,RCPT300643,Transfer,Prepaid,C,7011.68,74.42,25010958792618136280,525.88,401.73,4859.1,4613,4687,74,Mar-2025,0.9,5,10.14,688.99
Courtney Walker,CUST500644,AEDC100644,MTR200644,38,"Kurudu, Abuja, Nigeria",48203,8,20006.68,No,4.51,11.93,0,2026-02-08 18:55:21.114483,6038bba8-4283-446f-a173-6b91880b21d4,RCPT300644,Transfer,Postpaid,C,2936.12,35.35,,220.21,1960.38,29078.79,5947,5982,35,Jun-2025,0.84,5,7.41,207.1
Bryce Garcia,CUST500645,AEDC100645,MTR200645,50,"Dutse, Abuja, Nigeria",117095,11,56546.21,No,2.65,51.24,5,2025-07-18 17:24:57.509286,c417f3ad-1c72-40cf-8b20-e5ae2b6a06d1,RCPT300645,Transfer,Postpaid,C,5320.92,72.77,,399.07,2245.43,16281.42,7131,7203,72,Jun-2025,0.86,7,16.72,801.01
Julie Page,CUST500646,AEDC100646,MTR200646,31,"Lugbe, Abuja, Nigeria",169267,7,46209.69,Yes,4.26,20.67,0,2026-03-08 16:27:24.531619,bf2e35fb-da9c-4d59-b114-807107dcad3d,RCPT300646,POS,Postpaid,C,6537.79,64.28,,490.33,375.9,56422.86,6896,6960,64,Mar-2025,0.73,8,10.61,416.74
Kristina Daniels,CUST500647,AEDC100647,MTR200647,32,"Kubwa, Abuja, Nigeria",32698,8,13381.01,No,3.65,39.8,3,2025-12-14 16:44:24.132885,6d0486e4-5e6d-4bfc-b693-3a84e09be783,RCPT300647,Mobile App,Postpaid,A,1634.74,13.01,,122.61,616.82,21140.39,1569,1582,13,Jun-2025,0.84,7,6.99,167.51
Nina Sullivan,CUST500648,AEDC100648,MTR200648,33,"Jabi, Abuja, Nigeria",34650,7,9076.88,No,4.06,23.25,2,2026-01-28 17:13:36.740354,10f22e99-9f93-43a5-86ae-da14fbf21474,RCPT300648,POS,Prepaid,C,1186.69,14.36,70518375881996339224,89.0,1937.76,16605.19,4331,4345,14,Apr-2025,0.95,8,6.17,69.95
Bradley Reid,CUST500649,AEDC100649,MTR200649,39,"Wuse, Abuja, Nigeria",43839,7,11041.86,No,3.82,37.7,3,2025-07-15 21:09:43.328083,6fb2d782-59be-4993-b781-46b3e0ac4f25,RCPT300649,Mobile App,Prepaid,B,1749.26,28.04,83182902131676468478,131.19,1117.9,27241.83,3973,4001,28,Mar-2025,0.9,6,4.12,231.57
Christopher Sanchez,CUST500650,AEDC100650,MTR200650,23,"Dutse, Abuja, Nigeria",70178,10,28367.24,No,3.32,30.18,4,2025-07-26 08:17:43.674875,89bee563-5aa9-45d6-a600-94d57998baeb,RCPT300650,POS,Prepaid,A,2598.68,21.09,09496195432762789603,194.9,1104.67,26594.43,5489,5510,21,Feb-2025,1.0,8,11.63,171.43
Derrick Lambert,CUST500651,AEDC100651,MTR200651,24,"Gwagwalada, Abuja, Nigeria",216235,9,220346.39,No,4.62,37.89,0,2026-01-24 16:30:08.393815,ca366b75-10b8-4127-b878-e96c4be4d69d,RCPT300651,Transfer,Prepaid,A,29292.98,325.1,15940929873132917539,2196.97,2492.74,5646.81,6438,6763,325,Apr-2025,0.91,0,0.0,2906.42
Kevin Williams,CUST500652,AEDC100652,MTR200652,46,"Apo, Abuja, Nigeria",63063,7,13531.33,No,4.78,14.56,0,2025-10-30 10:43:07.943820,bebc2c80-c446-40cf-b6e2-aa5211ca804f,RCPT300652,Mobile App,Postpaid,A,1661.49,13.41,,124.61,1461.03,22356.74,6613,6626,13,Mar-2025,0.81,2,1.53,151.72
Shannon Hall,CUST500653,AEDC100653,MTR200653,36,"Gwarinpa, Abuja, Nigeria",30000,1,3436.24,No,3.75,54.0,2,2026-01-03 17:50:44.891661,43b2a396-39e9-450f-b5c3-36c6b65de6df,RCPT300653,Cash,Postpaid,C,2953.73,32.14,,221.53,2465.18,18683.9,3696,3728,32,Feb-2025,0.87,6,6.24,20.0
Jessica Thomas,CUST500654,AEDC100654,MTR200654,45,"Maitama, Abuja, Nigeria",102908,12,147189.27,No,3.73,55.92,3,2025-09-05 17:11:02.515932,e8da2dbe-271d-4edc-ad40-b4cd0a51f33a,RCPT300654,POS,Prepaid,A,9153.84,75.12,75237269613819876591,686.54,1862.13,22533.15,1890,1965,75,Apr-2025,0.89,4,2.2,835.25
Brittany Smith,CUST500655,AEDC100655,MTR200655,41,"Karu, Abuja, Nigeria",56969,6,38718.11,No,2.65,50.34,7,2025-09-19 09:47:16.087648,9d96fd15-a0ed-4307-82ed-f4d9ca5fe2c1,RCPT300655,Mobile App,Postpaid,B,4992.66,57.45,,374.45,2445.3,4270.01,5434,5491,57,Feb-2025,0.82,4,8.85,349.2
Mark Cummings,CUST500656,AEDC100656,MTR200656,19,"Gwarinpa, Abuja, Nigeria",30345,10,30627.04,No,3.53,53.69,4,2025-09-02 05:13:58.018997,ffc49089-2dbb-454b-9f3c-d5d99fa5ae5e,RCPT300656,Mobile App,Postpaid,A,2522.14,24.62,,189.16,630.34,17069.56,6254,6278,24,Apr-2025,0.85,4,2.7,297.7
Caleb Carlson,CUST500657,AEDC100657,MTR200657,34,"Maitama, Abuja, Nigeria",106487,6,40005.3,No,3.14,23.96,5,2025-05-08 10:43:01.892742,02cf16e4-2b30-439d-8111-33b95e546596,RCPT300657,Mobile App,Prepaid,C,5926.51,70.62,05923880137231732494,444.49,956.5,26806.49,5504,5574,70,Feb-2025,0.98,8,12.31,312.32
Ryan Kennedy,CUST500658,AEDC100658,MTR200658,31,"Apo, Abuja, Nigeria",51070,8,28228.1,No,4.51,36.1,0,2026-01-03 11:45:53.176659,7fc4b140-7ec0-48dc-81c6-bf6d57d32d37,RCPT300658,Transfer,Prepaid,B,2678.26,25.73,49343131543545953053,200.87,1883.27,13401.75,7941,7966,25,Mar-2025,0.98,3,2.49,244.49
Melissa Graham,CUST500659,AEDC100659,MTR200659,26,"Kurudu, Abuja, Nigeria",44245,9,49053.65,No,2.21,42.85,5,2026-01-26 02:40:53.408049,e5b737b3-b953-4782-98d6-d6ed58803c13,RCPT300659,Transfer,Prepaid,B,5178.0,64.58,52664471101774614988,388.35,1831.5,13615.59,5121,5185,64,Apr-2025,0.91,10,27.2,635.48
Taylor Hawkins,CUST500660,AEDC100660,MTR200660,37,"Gwagwalada, Abuja, Nigeria",40032,7,33113.72,No,4.81,18.97,0,2025-04-04 05:51:42.604686,a7545af6-a70e-4f74-af5b-f238ed2d3bd1,RCPT300660,Cash,Postpaid,B,4628.8,69.54,,347.16,1568.25,14971.22,3310,3379,69,Jun-2025,0.95,0,0.0,485.83
Christopher Waller,CUST500661,AEDC100661,MTR200661,37,"Wuse, Abuja, Nigeria",186418,5,106697.97,No,2.84,24.5,6,2025-09-25 06:01:22.727643,9a891c3f-e144-4245-b9a9-7abac24b57cb,RCPT300661,POS,Prepaid,A,18835.27,157.08,53353117899818627508,1412.65,2387.06,27169.78,5082,5239,157,Jun-2025,0.92,7,14.2,721.26
Allison Hale,CUST500662,AEDC100662,MTR200662,31,"Jabi, Abuja, Nigeria",52218,8,44173.39,No,4.04,11.07,1,2025-06-08 11:42:31.000919,6ca6debf-7f29-4fe8-8fe1-709d451095c7,RCPT300662,POS,Prepaid,A,5122.71,44.5,57452568469401166339,384.2,1266.34,2327.36,2526,2570,44,May-2025,0.95,6,12.99,427.54
Michael Haas,CUST500663,AEDC100663,MTR200663,38,"Asokoro, Abuja, Nigeria",65224,8,44653.81,Yes,4.7,24.82,0,2025-04-13 04:37:36.051422,bb07e7fb-4588-4c32-bbb3-e4491123d20b,RCPT300663,POS,Prepaid,A,5853.23,47.72,13270660771688899408,438.99,892.4,34216.61,2149,2196,47,May-2025,0.93,1,0.97,414.94
Deanna Knox,CUST500664,AEDC100664,MTR200664,27,"Kubwa, Abuja, Nigeria",70073,12,38694.26,No,4.33,22.0,1,2026-02-28 17:20:13.946120,ff7a17ef-3175-4ac2-b372-cf52a539c944,RCPT300664,Mobile App,Prepaid,C,2679.2,30.73,32450693424918870102,200.94,384.15,13551.69,6863,6893,30,May-2025,0.95,3,5.02,418.9
Anthony Wright,CUST500665,AEDC100665,MTR200665,35,"Karu, Abuja, Nigeria",176612,6,81480.39,No,3.23,44.85,5,2025-10-10 16:52:05.572307,8df5fe32-eed2-4e82-ba5a-8efd029aa1b7,RCPT300665,Transfer,Postpaid,C,14929.93,129.71,,1119.74,744.36,28571.27,3011,3140,129,Jan-2025,0.87,9,6.45,774.84
Sarah Russell,CUST500666,AEDC100666,MTR200666,50,"Apo, Abuja, Nigeria",66383,12,77331.31,Yes,3.34,32.99,4,2025-07-21 13:11:06.298005,c7132f2f-18d9-43ee-b83f-8395ece801e5,RCPT300666,Cash,Prepaid,B,6019.39,49.87,77620196343434780221,451.45,1773.01,18161.13,4139,4188,49,Jan-2025,1.0,9,10.7,589.53
Terry Robinson,CUST500667,AEDC100667,MTR200667,18,"Maitama, Abuja, Nigeria",45173,8,44107.66,No,4.42,26.66,0,2026-03-22 10:41:18.983209,351f6cb5-f3ed-4740-9cb8-6e2dbe4cca69,RCPT300667,Mobile App,Prepaid,B,5454.18,44.03,33634267796566334657,409.06,2448.56,8516.59,7974,8018,44,Jun-2025,0.97,4,6.23,267.85
David Palmer,CUST500668,AEDC100668,MTR200668,33,"Wuse, Abuja, Nigeria",77294,10,74002.63,No,4.68,2.0,0,2025-07-07 15:38:24.089391,7b324c46-ae04-41f4-bf65-035c444a2e12,RCPT300668,Transfer,Prepaid,B,7557.75,74.74,28396538829054584582,566.83,1868.93,1628.04,1262,1336,74,May-2025,1.0,5,5.97,748.37
Dr. Sherry Booth,CUST500669,AEDC100669,MTR200669,57,"Lugbe, Abuja, Nigeria",30000,9,37769.03,Yes,4.51,29.28,1,2025-08-17 21:35:18.661825,79880bf9-5256-4710-8faa-d048d9772878,RCPT300669,Transfer,Postpaid,B,3496.46,32.03,,262.23,1859.82,42102.02,2574,2606,32,Jan-2025,0.94,0,0.0,298.12
Joe Benton DDS,CUST500670,AEDC100670,MTR200670,46,"Maitama, Abuja, Nigeria",30000,7,14244.43,Yes,2.42,40.81,4,2026-03-18 14:45:56.297610,0e2a8c35-1e25-451d-b833-1aca1642c13b,RCPT300670,Transfer,Postpaid,A,2105.82,18.04,,157.94,992.27,38429.49,3804,3822,18,May-2025,0.89,10,27.46,141.49
Wesley Woods,CUST500671,AEDC100671,MTR200671,36,"Karu, Abuja, Nigeria",32484,9,29795.08,No,4.12,25.58,1,2025-12-19 02:35:00.590592,1c249bab-b6c1-4065-803a-4f3724cbb39b,RCPT300671,Mobile App,Postpaid,A,3429.76,34.49,,257.23,1356.52,2806.42,3449,3483,34,Apr-2025,0.9,3,8.54,342.26
Sherri Knight DDS,CUST500672,AEDC100672,MTR200672,33,"Wuse, Abuja, Nigeria",155434,10,126749.24,No,3.83,17.21,2,2026-03-31 07:20:58.617980,3a80d819-f956-4b6c-a50c-0e7095122a2a,RCPT300672,POS,Postpaid,B,13168.52,232.32,,987.64,2161.18,12017.71,4911,5143,232,Jan-2025,0.9,4,11.98,2406.58
Natasha Andersen,CUST500673,AEDC100673,MTR200673,43,"Dutse, Abuja, Nigeria",72062,10,58157.82,No,4.63,14.71,0,2025-07-25 19:59:40.581989,c52ce9d3-fd9d-4715-b473-7b11b33f554c,RCPT300673,Transfer,Postpaid,B,6656.18,69.89,,499.21,2029.98,29013.99,3771,3840,69,Feb-2025,0.86,2,4.42,707.89
Dillon Walker,CUST500674,AEDC100674,MTR200674,26,"Dutse, Abuja, Nigeria",30000,7,8868.74,No,3.51,28.37,3,2025-12-04 00:07:48.092801,99e768b5-42fe-40a9-a941-7c0d85c01f21,RCPT300674,Transfer,Prepaid,A,1066.58,14.06,36178430008701330420,79.99,2437.25,11984.54,5643,5657,14,Jan-2025,0.98,6,12.16,87.63
David Curtis,CUST500675,AEDC100675,MTR200675,48,"Kurudu, Abuja, Nigeria",119734,8,138432.03,Yes,1.84,45.8,7,2026-01-26 02:34:57.012463,0dff2368-6369-43ff-9dfd-b17a2b6aea4e,RCPT300675,POS,Prepaid,C,19898.89,268.53,15015355975132565546,1492.42,424.0,3213.96,6281,6549,268,Mar-2025,0.97,9,26.12,2160.07
Michelle Adams,CUST500676,AEDC100676,MTR200676,57,"Karu, Abuja, Nigeria",30000,11,18139.15,No,2.88,40.44,4,2025-10-03 14:19:42.686967,f5752c93-5bcd-4d01-b75c-4c7c304f5856,RCPT300676,Transfer,Prepaid,B,1507.59,23.93,39403855814840840475,113.07,1506.4,2552.09,4269,4292,23,Jun-2025,0.97,7,18.25,275.44
Michael Kent,CUST500677,AEDC100677,MTR200677,51,"Maitama, Abuja, Nigeria",30000,5,10599.49,Yes,4.41,10.24,1,2025-12-02 17:42:14.466774,d662137e-0c33-4d38-8924-ba011ddd728b,RCPT300677,Cash,Prepaid,B,2335.1,31.23,19902858713858171691,175.13,1137.38,49948.1,3597,3628,31,May-2025,0.84,3,5.71,156.03
Dr. Jennifer Howard,CUST500678,AEDC100678,MTR200678,49,"Kubwa, Abuja, Nigeria",103075,6,88393.37,No,4.22,36.93,0,2026-01-27 07:16:38.769726,8228d494-5ce1-416f-bebb-a2f97c270ed4,RCPT300678,Transfer,Postpaid,B,13082.98,124.59,,981.22,1791.5,4657.07,5828,5952,124,Feb-2025,0.86,3,8.2,829.15
David Brown,CUST500679,AEDC100679,MTR200679,31,"Gwarinpa, Abuja, Nigeria",131988,5,38785.22,No,2.7,35.48,4,2026-01-20 13:10:54.540446,0b9a96c2-3333-4d6b-a7db-5e594ac45def,RCPT300679,Cash,Prepaid,A,9160.19,155.32,77967954757574991666,687.01,2158.04,2226.66,4469,4624,155,Feb-2025,0.92,9,22.85,854.4
Paul Castaneda,CUST500680,AEDC100680,MTR200680,36,"Karu, Abuja, Nigeria",324312,9,426816.07,Yes,4.14,31.53,2,2025-05-03 21:17:03.045507,c9cc7a63-870a-4587-8f22-572a0afd1df8,RCPT300680,Transfer,Postpaid,C,39696.08,500.9,,2977.21,2361.45,73855.59,2712,3212,500,Apr-2025,0.81,5,2.9,4575.53
Melissa Wilcox,CUST500681,AEDC100681,MTR200681,23,"Wuse, Abuja, Nigeria",111854,3,18611.16,No,2.74,38.87,5,2025-06-26 07:30:46.516352,146a0a4a-21fb-4fa1-a5fc-a28f9ee98d75,RCPT300681,Mobile App,Postpaid,C,4439.02,41.1,,332.93,1879.16,27687.81,3919,3960,41,Jan-2025,0.86,7,17.52,141.92
Joseph Silva,CUST500682,AEDC100682,MTR200682,20,"Maitama, Abuja, Nigeria",92480,7,78395.87,Yes,2.48,41.86,6,2025-12-06 15:14:31.208163,f3f404f2-cb12-448d-8402-e3c992eba0b3,RCPT300682,Transfer,Prepaid,C,9593.65,150.1,02608247955802501969,719.52,948.59,22620.89,6264,6414,150,Jan-2025,0.98,6,17.94,1008.64
Sherri Li,CUST500683,AEDC100683,MTR200683,47,"Gwagwalada, Abuja, Nigeria",35710,10,21994.5,No,2.47,29.96,4,2026-03-08 04:03:24.547414,3a23b323-df6d-43f2-af1e-74ed36021ead,RCPT300683,Mobile App,Prepaid,C,2584.19,20.42,99663060762670166030,193.81,2465.96,7342.71,3118,3138,20,Jun-2025,1.0,11,28.61,210.01
Susan Graves,CUST500684,AEDC100684,MTR200684,33,"Lugbe, Abuja, Nigeria",79924,3,10181.39,No,3.41,41.45,4,2026-02-01 17:41:49.653518,2a45daae-755e-4773-a60a-052f39a235d7,RCPT300684,Cash,Postpaid,B,3164.33,47.5,,237.32,966.01,21688.56,2681,2728,47,Jun-2025,0.94,5,7.45,119.15
Alexander Garcia,CUST500685,AEDC100685,MTR200685,37,"Apo, Abuja, Nigeria",274210,11,102736.6,No,3.52,32.25,4,2025-11-10 22:57:50.014061,98452a33-6550-4390-bd2d-41e037535725,RCPT300685,Mobile App,Postpaid,C,9780.46,104.18,,733.53,654.14,12568.42,6703,6807,104,Jan-2025,0.95,5,7.13,1083.1
Danielle Austin,CUST500686,AEDC100686,MTR200686,32,"Gwagwalada, Abuja, Nigeria",56201,12,60095.61,No,3.54,33.4,4,2025-12-17 05:14:50.467113,35cfa0af-a798-462c-a8e0-792fc306d3b5,RCPT300686,POS,Prepaid,A,4476.62,40.88,58465598047309928898,335.75,373.39,26510.74,1756,1796,40,Apr-2025,1.0,9,6.45,377.16
Amber Moore,CUST500687,AEDC100687,MTR200687,41,"Apo, Abuja, Nigeria",196842,8,92402.67,No,3.15,41.47,5,2025-08-18 02:18:55.437186,89ea5f09-b15d-4726-9b32-63b39f74bd5a,RCPT300687,POS,Prepaid,B,9770.98,140.04,08939031164196515112,732.82,568.02,20724.83,7437,7577,140,Feb-2025,0.99,5,8.69,1095.1
Andrea Hatfield,CUST500688,AEDC100688,MTR200688,46,"Gwagwalada, Abuja, Nigeria",81538,8,31908.36,No,4.07,33.07,2,2026-03-07 13:09:51.505410,75e0e4f4-067b-4a2d-afed-68cc1d334a3a,RCPT300688,Mobile App,Postpaid,C,4418.37,60.3,,331.38,2240.34,19778.96,6134,6194,60,Feb-2025,0.85,3,3.97,480.17
Jacob Mccullough,CUST500689,AEDC100689,MTR200689,46,"Lugbe, Abuja, Nigeria",41985,8,11575.7,Yes,3.5,38.64,3,2025-08-04 13:00:09.419973,537e5243-e553-42ce-a29b-36c9676e1648,RCPT300689,Cash,Postpaid,C,1707.07,16.66,,128.03,2392.77,38266.2,7600,7616,16,Jun-2025,0.89,5,10.32,61.96
Mary Jones,CUST500690,AEDC100690,MTR200690,46,"Kurudu, Abuja, Nigeria",177484,14,229889.68,Yes,4.05,32.42,2,2026-02-16 19:13:32.395570,a6e38c67-8ae7-4ba5-969d-eb9d4baf5a03,RCPT300690,Cash,Prepaid,B,12455.5,157.12,67270487283802834267,934.16,1172.99,78748.36,3923,4080,157,Jan-2025,0.94,3,4.61,2094.6
Gabriela Rodriguez,CUST500691,AEDC100691,MTR200691,51,"Apo, Abuja, Nigeria",66125,6,45957.19,No,4.16,24.73,2,2025-11-16 18:12:43.652122,3ddffdc0-3b3b-43f4-b884-09dc71e19afe,RCPT300691,POS,Prepaid,B,8055.14,99.64,34116664215214265554,604.14,1644.8,27631.81,1953,2052,99,Apr-2025,0.99,5,3.79,574.91
Lauren Daniel,CUST500692,AEDC100692,MTR200692,23,"Kurudu, Abuja, Nigeria",127889,6,91081.37,No,3.76,33.24,3,2025-12-26 20:44:39.830862,9a6d5172-2b7a-4ddb-bdd0-943fc0960cfb,RCPT300692,Mobile App,Postpaid,C,17451.21,153.12,,1308.84,1344.06,10102.8,4425,4578,153,May-2025,0.84,7,6.1,875.91
Jason James,CUST500693,AEDC100693,MTR200693,38,"Asokoro, Abuja, Nigeria",74247,11,84870.35,No,3.6,30.44,4,2026-03-10 05:30:49.803890,a79e46ad-c810-4a3d-a5ca-da9783b1d6f7,RCPT300693,Transfer,Prepaid,B,6056.48,71.39,03926538033395033255,454.24,1486.88,4064.23,1007,1078,71,Jan-2025,0.97,5,5.92,810.57
Joseph Drake,CUST500694,AEDC100694,MTR200694,36,"Kurudu, Abuja, Nigeria",46525,8,18643.49,No,4.09,39.64,2,2025-07-25 17:22:38.035881,e455e498-c20f-4b75-ae24-cbea8823a687,RCPT300694,POS,Postpaid,B,2129.9,19.09,,159.74,315.74,8668.55,1304,1323,19,May-2025,0.89,4,2.36,49.37
Tracey Rodgers,CUST500695,AEDC100695,MTR200695,42,"Asokoro, Abuja, Nigeria",69972,5,21986.35,No,3.12,27.66,6,2025-04-10 02:01:31.804630,7ac7d6e9-7d72-4327-b157-dd8e22eaafab,RCPT300695,Cash,Postpaid,A,4733.41,64.41,,355.01,2244.78,19696.25,5913,5977,64,Jun-2025,0.9,3,7.97,334.58
Alex Morgan,CUST500696,AEDC100696,MTR200696,39,"Dutse, Abuja, Nigeria",30000,4,16587.17,No,4.4,35.49,0,2026-02-21 07:25:16.423000,90057590-4e6e-4fb1-b9fd-3faf897a20b2,RCPT300696,Mobile App,Postpaid,A,4022.58,32.82,,301.69,1697.49,21093.74,4890,4922,32,Apr-2025,0.94,3,4.97,137.17
Dustin Gonzales,CUST500697,AEDC100697,MTR200697,46,"Lugbe, Abuja, Nigeria",69130,9,82031.93,No,3.38,34.05,3,2026-02-14 13:08:37.442792,072fed4a-f8c2-4904-b94f-3af299849305,RCPT300697,Transfer,Prepaid,B,7260.78,120.6,94297616100304720434,544.56,538.31,21659.16,3746,3866,120,Mar-2025,0.93,6,13.68,1069.93
David Lin,CUST500698,AEDC100698,MTR200698,34,"Apo, Abuja, Nigeria",71786,3,28494.62,No,3.88,29.61,2,2025-07-03 14:22:28.664313,0242689a-3ca2-4cde-bd8c-7bdee51cbb1d,RCPT300698,Mobile App,Prepaid,C,7297.38,71.98,10953391190379027676,547.3,551.31,12731.8,2159,2230,71,Jan-2025,0.96,5,8.56,169.25
